Time,Replica,Global_Angle,Phe389_Score_Sum,Phe389_Score_Max,Phe390_Score_Sum,Phe390_Score_Max
0.0,charmm-gui-6586065345_gromacs_replicate_3,72.59211904860632,2.991320860237869,0.8654091507772518,3.791712426004469,0.8937414121004407
100.0,charmm-gui-6586065345_gromacs_replicate_3,77.01590196261218,3.026445851911147,0.8891133934289662,3.405475961926376,0.8345638529426188
200.0,charmm-gui-6586065345_gromacs_replicate_3,77.78565674916722,2.7792283356665557,0.8160035277800267,3.0238088620062427,0.7981747815583716
300.0,charmm-gui-6586065345_gromacs_replicate_3,71.71205768515094,3.051398870456972,0.8936200651011023,2.401271442248491,0.7102193285206146
400.0,charmm-gui-6586065345_gromacs_replicate_3,63.04228248263048,2.804180857851085,0.8196636484051051,2.57079750874382,0.6669194915253508
500.0,charmm-gui-6586065345_gromacs_replicate_3,68.92086243118011,2.994789625091975,0.5758872145882059,4.076420760639765,0.749686726425836
600.0,charmm-gui-6586065345_gromacs_replicate_3,71.66409362542841,3.2090908160540677,0.5912509099946508,4.014938238475078,0.8097572405849537
700.0,charmm-gui-6586065345_gromacs_replicate_3,78.5714133944334,3.3252140092563063,0.5207281170059571,2.3791934351083093,0.6592274986405
800.0,charmm-gui-6586065345_gromacs_replicate_3,85.40032009108576,1.8428864899798973,0.6749501416861151,4.334246041516609,0.8106191257505474
900.0,charmm-gui-6586065345_gromacs_replicate_3,73.36789429026653,3.398673656797389,0.587241228217375,4.373630987154963,0.8196807416554373
1000.0,charmm-gui-6586065345_gromacs_replicate_3,71.79552924460812,2.9930736933343316,0.8764572132163071,0.9558567415686148,0.31158689299327325
1100.0,charmm-gui-6586065345_gromacs_replicate_3,64.51885132183574,3.004441417896143,0.5795893692638068,3.6351435491197384,0.8799237766304434
1200.0,charmm-gui-6586065345_gromacs_replicate_3,74.47469600312154,3.268882238777963,0.7449137316858299,3.8307087419816224,0.8896847752659198
1300.0,charmm-gui-6586065345_gromacs_replicate_3,72.01410018220655,3.17171315362862,0.7239944571154667,4.082786953060158,0.867106014929337
1400.0,charmm-gui-6586065345_gromacs_replicate_3,69.3005797587547,3.0530875430522895,0.8872922409111855,3.7943148712651835,0.8899389746308013
1500.0,charmm-gui-6586065345_gromacs_replicate_3,85.20903124917619,3.136352685273164,0.8710528591575519,3.7697322996454345,0.8699813839511225
1600.0,charmm-gui-6586065345_gromacs_replicate_3,65.67757284033738,3.0908111129984754,0.5051703317787297,2.9111304791407493,0.7307249330077858
1700.0,charmm-gui-6586065345_gromacs_replicate_3,76.15529911796733,3.239833847020506,0.763259475880474,3.805591356495244,0.8889136043113859
1800.0,charmm-gui-6586065345_gromacs_replicate_3,70.36698583785576,3.0877714521926434,0.5207591634018229,2.4456032187833836,0.6844253201809357
1900.0,charmm-gui-6586065345_gromacs_replicate_3,69.97765064973439,2.9439672886968027,0.5184235878339362,4.042792903410702,0.8688188272816477
2000.0,charmm-gui-6586065345_gromacs_replicate_3,81.53777651823931,3.099251705273175,0.8876091094827643,3.6969549104694894,0.8750839822554396
2100.0,charmm-gui-6586065345_gromacs_replicate_3,57.672549353631624,3.1116541075213067,0.8249810253190599,2.2666172208262623,0.6523603919340146
2200.0,charmm-gui-6586065345_gromacs_replicate_3,78.213536063337,3.213118114025248,0.780576878627938,3.374162677205992,0.8929064135858494
2300.0,charmm-gui-6586065345_gromacs_replicate_3,75.7168147852432,3.3345822065321435,0.8332024530038088,2.013640857129382,0.5190859087499735
2400.0,charmm-gui-6586065345_gromacs_replicate_3,66.9972862411547,3.1054559573711282,0.8764441393621168,1.5153549360153118,0.4342184082604091
2500.0,charmm-gui-6586065345_gromacs_replicate_3,71.41359192689998,3.066095692012705,0.4957349821750381,4.415440985296453,0.8140529945496612
2600.0,charmm-gui-6586065345_gromacs_replicate_3,73.81270642972412,3.1771343488622805,0.4909144116909133,3.7485496129530067,0.8737552817843216
2700.0,charmm-gui-6586065345_gromacs_replicate_3,72.93668641102207,3.161341261562956,0.7102394731515916,4.236262665505272,0.8281869877716079
2800.0,charmm-gui-6586065345_gromacs_replicate_3,71.26093214630775,3.0632880811058207,0.5056436045604588,4.060432567459447,0.8639292389986982
2900.0,charmm-gui-6586065345_gromacs_replicate_3,74.21035810725506,3.252443597653175,0.8108053106388922,3.059796280920925,0.8644684208902036
3000.0,charmm-gui-6586065345_gromacs_replicate_3,65.94451004787967,3.07130202739343,0.5195702065970984,2.683801929998561,0.7827898338992633
3100.0,charmm-gui-6586065345_gromacs_replicate_3,67.42490094049012,3.1140804317696382,0.647477259384947,4.037377607788967,0.8600272919476124
3200.0,charmm-gui-6586065345_gromacs_replicate_3,73.60454814441331,3.114446561316552,0.8683877648369545,3.587036877537459,0.8937964746695879
