Time_ns,RMSD_A,Compound,Replicate,Efficacy_Type
35.9,4.285022645750027,Dopa,2,Full Agonist
36.0,4.660606915591971,Dopa,2,Full Agonist
36.1,4.9022352393953295,Dopa,2,Full Agonist
36.2,5.1713618635179674,Dopa,2,Full Agonist
36.3,4.750929492203182,Dopa,2,Full Agonist
36.4,5.946466951970253,Dopa,2,Full Agonist
36.5,5.349746574569041,Dopa,2,Full Agonist
36.6,5.29061687946641,Dopa,2,Full Agonist
36.7,4.519803950748929,Dopa,2,Full Agonist
36.8,5.237669013332373,Dopa,2,Full Agonist
36.9,4.200877681298295,Dopa,2,Full Agonist
37.0,4.003205311070013,Dopa,2,Full Agonist
37.1,5.636494347899921,Dopa,2,Full Agonist
37.2,4.368149061044795,Dopa,2,Full Agonist
37.3,4.300664909986143,Dopa,2,Full Agonist
37.4,5.177744788359124,Dopa,2,Full Agonist
37.5,5.856775669942835,Dopa,2,Full Agonist
37.6,4.011999148550249,Dopa,2,Full Agonist
37.7,4.823532840280267,Dopa,2,Full Agonist
37.8,5.271128009470555,Dopa,2,Full Agonist
37.9,4.662575611448616,Dopa,2,Full Agonist
38.0,5.278310896079668,Dopa,2,Full Agonist
38.1,4.889514947567343,Dopa,2,Full Agonist
38.2,4.902292498542011,Dopa,2,Full Agonist
38.3,4.458068719369289,Dopa,2,Full Agonist
38.4,4.707721555900498,Dopa,2,Full Agonist
38.5,4.771959259185751,Dopa,2,Full Agonist
38.6,5.0375184690436114,Dopa,2,Full Agonist
38.7,5.168319383857387,Dopa,2,Full Agonist
38.8,5.055670052779998,Dopa,2,Full Agonist
38.9,5.132751254885677,Dopa,2,Full Agonist
39.0,4.312427105542884,Dopa,2,Full Agonist
39.1,5.010674425829021,Dopa,2,Full Agonist
39.2,4.636214385404261,Dopa,2,Full Agonist
39.3,4.40886929608522,Dopa,2,Full Agonist
39.4,5.9406458459901845,Dopa,2,Full Agonist
39.5,5.779560071757455,Dopa,2,Full Agonist
39.6,5.94748197099674,Dopa,2,Full Agonist
39.7,4.811817001116443,Dopa,2,Full Agonist
39.8,5.174211169499667,Dopa,2,Full Agonist
39.9,5.6801308991175254,Dopa,2,Full Agonist
40.0,5.41877905518194,Dopa,2,Full Agonist
40.1,5.158433475927783,Dopa,2,Full Agonist
40.2,5.196155098382889,Dopa,2,Full Agonist
40.3,6.402455198241579,Dopa,2,Full Agonist
40.4,5.555880019644993,Dopa,2,Full Agonist
40.5,4.738186743584711,Dopa,2,Full Agonist
40.6,5.30079039716292,Dopa,2,Full Agonist
40.7,5.154485767405169,Dopa,2,Full Agonist
40.8,4.998618989474047,Dopa,2,Full Agonist
40.9,5.411139688288462,Dopa,2,Full Agonist
41.0,5.893090977396012,Dopa,2,Full Agonist
41.1,5.745345178651121,Dopa,2,Full Agonist
41.2,6.0777047348898385,Dopa,2,Full Agonist
41.3,6.038741751345697,Dopa,2,Full Agonist
41.4,5.839032677130408,Dopa,2,Full Agonist
41.5,6.646212758998948,Dopa,2,Full Agonist
41.6,5.274076711532062,Dopa,2,Full Agonist
41.7,6.073098266333371,Dopa,2,Full Agonist
41.8,6.369343204389615,Dopa,2,Full Agonist
41.9,6.023540748119407,Dopa,2,Full Agonist
42.0,6.065661393547724,Dopa,2,Full Agonist
42.1,6.5399141599308335,Dopa,2,Full Agonist
42.2,6.339684115558861,Dopa,2,Full Agonist
42.3,6.229069260485778,Dopa,2,Full Agonist
42.4,4.971162339762091,Dopa,2,Full Agonist
42.5,4.606004215345606,Dopa,2,Full Agonist
42.6,4.7837832081112195,Dopa,2,Full Agonist
42.7,4.91197504517509,Dopa,2,Full Agonist
42.8,5.605657128409404,Dopa,2,Full Agonist
42.9,4.954155197172703,Dopa,2,Full Agonist
43.0,5.3118987840402045,Dopa,2,Full Agonist
43.1,5.182743240476156,Dopa,2,Full Agonist
43.2,4.394183432053213,Dopa,2,Full Agonist
43.3,3.9850791978226847,Dopa,2,Full Agonist
43.4,4.774268904685018,Dopa,2,Full Agonist
43.5,4.690854048984832,Dopa,2,Full Agonist
43.6,4.307646328622182,Dopa,2,Full Agonist
43.7,5.654112878165692,Dopa,2,Full Agonist
43.8,5.3326734463709675,Dopa,2,Full Agonist
43.9,5.27025206800871,Dopa,2,Full Agonist
44.0,4.865251990067934,Dopa,2,Full Agonist
44.1,4.579708091243893,Dopa,2,Full Agonist
44.2,4.46495156683092,Dopa,2,Full Agonist
44.3,4.71625498503376,Dopa,2,Full Agonist
44.4,4.830941349722651,Dopa,2,Full Agonist
44.5,4.45293114396264,Dopa,2,Full Agonist
44.6,4.621309726012125,Dopa,2,Full Agonist
44.7,5.012555715547989,Dopa,2,Full Agonist
44.8,5.071854762762166,Dopa,2,Full Agonist
44.9,4.784803276488785,Dopa,2,Full Agonist
45.0,5.243494211276507,Dopa,2,Full Agonist
45.1,4.597145481483792,Dopa,2,Full Agonist
45.2,5.361049823690492,Dopa,2,Full Agonist
45.3,5.019243032426169,Dopa,2,Full Agonist
45.4,4.91163717292813,Dopa,2,Full Agonist
45.5,4.594211845197342,Dopa,2,Full Agonist
45.6,5.1679051880458715,Dopa,2,Full Agonist
45.7,4.070913897817427,Dopa,2,Full Agonist
45.8,3.7859214019367853,Dopa,2,Full Agonist
45.9,4.2339090309608025,Dopa,2,Full Agonist
46.0,4.098457248664877,Dopa,2,Full Agonist
46.1,4.459814456079915,Dopa,2,Full Agonist
46.2,4.510191448953371,Dopa,2,Full Agonist
46.3,5.167228367157994,Dopa,2,Full Agonist
46.4,5.1829221145618485,Dopa,2,Full Agonist
46.5,5.031207369219141,Dopa,2,Full Agonist
46.6,5.679092474161861,Dopa,2,Full Agonist
46.7,5.81047350977835,Dopa,2,Full Agonist
46.8,4.42435907813045,Dopa,2,Full Agonist
46.9,5.215683275798584,Dopa,2,Full Agonist
47.0,4.533600536679512,Dopa,2,Full Agonist
47.1,4.577210041001185,Dopa,2,Full Agonist
47.2,4.554381693392517,Dopa,2,Full Agonist
47.3,5.105179522292983,Dopa,2,Full Agonist
47.4,4.526053930732566,Dopa,2,Full Agonist
47.5,3.512952149277577,Dopa,2,Full Agonist
47.6,3.5208991448552713,Dopa,2,Full Agonist
47.7,3.433531955592967,Dopa,2,Full Agonist
47.8,4.505142380236127,Dopa,2,Full Agonist
47.9,3.963955766049336,Dopa,2,Full Agonist
48.0,4.4040479315785905,Dopa,2,Full Agonist
48.1,4.532554757267493,Dopa,2,Full Agonist
48.2,5.463583554817728,Dopa,2,Full Agonist
48.3,4.745741921622939,Dopa,2,Full Agonist
48.4,4.971068969319017,Dopa,2,Full Agonist
48.5,4.860271325924895,Dopa,2,Full Agonist
48.6,4.658907671210735,Dopa,2,Full Agonist
48.7,4.407637366298666,Dopa,2,Full Agonist
48.8,4.382680792149937,Dopa,2,Full Agonist
48.9,5.2404717586095035,Dopa,2,Full Agonist
49.0,4.2366623336914975,Dopa,2,Full Agonist
49.1,4.807613195427233,Dopa,2,Full Agonist
49.2,4.228264033482164,Dopa,2,Full Agonist
49.3,4.292316768551398,Dopa,2,Full Agonist
49.4,3.6291597286559574,Dopa,2,Full Agonist
49.5,3.68134010577665,Dopa,2,Full Agonist
49.6,4.9155599148158515,Dopa,2,Full Agonist
49.7,4.261163917883856,Dopa,2,Full Agonist
49.8,4.649837702025444,Dopa,2,Full Agonist
49.9,5.16430285709914,Dopa,2,Full Agonist
50.0,4.263635570828331,Dopa,2,Full Agonist
50.1,4.992176986426446,Dopa,2,Full Agonist
50.2,4.668281754725455,Dopa,2,Full Agonist
50.3,5.0374265301104995,Dopa,2,Full Agonist
50.4,4.782888449817409,Dopa,2,Full Agonist
50.5,4.308198371327216,Dopa,2,Full Agonist
50.6,4.649830009825851,Dopa,2,Full Agonist
50.7,5.443997470327975,Dopa,2,Full Agonist
50.8,5.470494602917738,Dopa,2,Full Agonist
50.9,4.9654176997216855,Dopa,2,Full Agonist
51.0,5.293153626929171,Dopa,2,Full Agonist
51.1,4.5074256067094405,Dopa,2,Full Agonist
51.2,4.158147954778795,Dopa,2,Full Agonist
51.3,4.824067819690978,Dopa,2,Full Agonist
51.4,4.354238177816212,Dopa,2,Full Agonist
51.5,3.9366576559134265,Dopa,2,Full Agonist
51.6,3.906293966145814,Dopa,2,Full Agonist
51.7,3.5660149715550413,Dopa,2,Full Agonist
51.8,3.78216727074963,Dopa,2,Full Agonist
51.9,4.087044753770601,Dopa,2,Full Agonist
52.0,3.9662080490761924,Dopa,2,Full Agonist
52.1,4.535498688330211,Dopa,2,Full Agonist
52.2,5.476396158647785,Dopa,2,Full Agonist
52.3,5.436599114437165,Dopa,2,Full Agonist
52.4,5.708495256107837,Dopa,2,Full Agonist
52.5,4.824475551683258,Dopa,2,Full Agonist
52.6,5.408509525405199,Dopa,2,Full Agonist
52.7,5.018589071354449,Dopa,2,Full Agonist
52.8,5.277529799697505,Dopa,2,Full Agonist
52.9,4.47400297441747,Dopa,2,Full Agonist
53.0,4.143981768003856,Dopa,2,Full Agonist
53.1,4.4496574495093,Dopa,2,Full Agonist
53.2,4.518291236965162,Dopa,2,Full Agonist
53.3,4.972324079624564,Dopa,2,Full Agonist
53.4,5.3573462882730425,Dopa,2,Full Agonist
53.5,4.227658287767006,Dopa,2,Full Agonist
53.6,4.865923343524587,Dopa,2,Full Agonist
53.7,4.567480653915512,Dopa,2,Full Agonist
53.8,4.408933431220155,Dopa,2,Full Agonist
53.9,4.691458907304202,Dopa,2,Full Agonist
54.0,4.499434397625776,Dopa,2,Full Agonist
54.1,3.9841250799676957,Dopa,2,Full Agonist
54.2,3.488920713060053,Dopa,2,Full Agonist
54.3,3.5559247297341425,Dopa,2,Full Agonist
54.4,3.6385451392713124,Dopa,2,Full Agonist
54.5,5.151501524645547,Dopa,2,Full Agonist
54.6,4.186880882160452,Dopa,2,Full Agonist
54.7,4.038523308943151,Dopa,2,Full Agonist
54.8,4.708311628410009,Dopa,2,Full Agonist
54.9,4.09647391518599,Dopa,2,Full Agonist
55.0,4.679913922135499,Dopa,2,Full Agonist
55.1,5.338270225575115,Dopa,2,Full Agonist
55.2,5.078612044704057,Dopa,2,Full Agonist
55.3,5.53950303240198,Dopa,2,Full Agonist
55.4,5.301484402224524,Dopa,2,Full Agonist
55.5,5.52879639168896,Dopa,2,Full Agonist
55.6,5.200603216549278,Dopa,2,Full Agonist
55.7,5.729967988986494,Dopa,2,Full Agonist
55.8,5.823739241943706,Dopa,2,Full Agonist
55.9,6.256126943849945,Dopa,2,Full Agonist
56.0,6.0609461145257795,Dopa,2,Full Agonist
56.1,6.134721205621101,Dopa,2,Full Agonist
56.2,5.868588699410793,Dopa,2,Full Agonist
56.3,5.539970977793574,Dopa,2,Full Agonist
56.4,5.438586308423719,Dopa,2,Full Agonist
56.5,5.522782632819466,Dopa,2,Full Agonist
56.6,5.026698503053302,Dopa,2,Full Agonist
56.7,5.407189921405212,Dopa,2,Full Agonist
56.8,6.207487615411815,Dopa,2,Full Agonist
56.9,5.8775500304325385,Dopa,2,Full Agonist
57.0,5.844069172794845,Dopa,2,Full Agonist
57.1,6.4882956176651,Dopa,2,Full Agonist
57.2,6.0876321864039085,Dopa,2,Full Agonist
57.3,6.765946063266444,Dopa,2,Full Agonist
57.4,5.581015704405832,Dopa,2,Full Agonist
57.5,5.691643404432707,Dopa,2,Full Agonist
57.6,5.51131530310757,Dopa,2,Full Agonist
57.7,4.558620654400264,Dopa,2,Full Agonist
57.8,4.974294491019376,Dopa,2,Full Agonist
57.9,4.8083911960942585,Dopa,2,Full Agonist
58.0,4.433622087220616,Dopa,2,Full Agonist
58.1,4.3124279449603895,Dopa,2,Full Agonist
58.2,4.758938576771961,Dopa,2,Full Agonist
58.3,4.649390603094271,Dopa,2,Full Agonist
58.4,4.831092727213182,Dopa,2,Full Agonist
58.5,4.60640025815442,Dopa,2,Full Agonist
58.6,5.602346065673398,Dopa,2,Full Agonist
58.7,5.563082783416488,Dopa,2,Full Agonist
58.8,5.605708746709958,Dopa,2,Full Agonist
58.9,5.7619484997361745,Dopa,2,Full Agonist
59.0,5.541936297100489,Dopa,2,Full Agonist
59.1,5.468619336074899,Dopa,2,Full Agonist
59.2,4.9940097724923636,Dopa,2,Full Agonist
59.3,5.652004000715557,Dopa,2,Full Agonist
59.4,5.006489144358156,Dopa,2,Full Agonist
59.5,5.785379782489476,Dopa,2,Full Agonist
59.6,5.4307548971816395,Dopa,2,Full Agonist
59.7,5.056570126334289,Dopa,2,Full Agonist
59.8,4.089645575001899,Dopa,2,Full Agonist
59.9,4.397637912477168,Dopa,2,Full Agonist
60.0,4.871721300230747,Dopa,2,Full Agonist
60.1,5.334894888141606,Dopa,2,Full Agonist
60.2,5.003509160498086,Dopa,2,Full Agonist
60.3,6.026926020088685,Dopa,2,Full Agonist
60.4,5.728285836978256,Dopa,2,Full Agonist
60.5,5.917687878392427,Dopa,2,Full Agonist
60.6,6.342723645187682,Dopa,2,Full Agonist
60.7,6.734626905896889,Dopa,2,Full Agonist
60.8,5.7158074634050635,Dopa,2,Full Agonist
60.9,5.8433922332408175,Dopa,2,Full Agonist
61.0,5.513122892630552,Dopa,2,Full Agonist
61.1,5.997126487664244,Dopa,2,Full Agonist
61.2,6.036638807308912,Dopa,2,Full Agonist
61.3,4.414246099625814,Dopa,2,Full Agonist
61.4,5.25426037063893,Dopa,2,Full Agonist
61.5,5.856007563312767,Dopa,2,Full Agonist
61.6,5.438913925355472,Dopa,2,Full Agonist
61.7,5.825057668057761,Dopa,2,Full Agonist
61.8,5.380243050734297,Dopa,2,Full Agonist
61.9,6.448957213013735,Dopa,2,Full Agonist
62.0,5.59951928282365,Dopa,2,Full Agonist
62.1,6.464443261815031,Dopa,2,Full Agonist
62.2,6.7147948640331245,Dopa,2,Full Agonist
62.3,6.89692961996731,Dopa,2,Full Agonist
62.4,5.838164229339558,Dopa,2,Full Agonist
62.5,6.000514867426026,Dopa,2,Full Agonist
62.6,6.163607056999087,Dopa,2,Full Agonist
62.7,5.76402480813114,Dopa,2,Full Agonist
62.8,6.499463435250228,Dopa,2,Full Agonist
62.9,5.982295932768403,Dopa,2,Full Agonist
63.0,6.6234874272619715,Dopa,2,Full Agonist
63.1,5.83391959964042,Dopa,2,Full Agonist
63.2,5.91214114726824,Dopa,2,Full Agonist
63.3,6.082116121988592,Dopa,2,Full Agonist
63.4,5.439225095706075,Dopa,2,Full Agonist
63.5,6.269891183966034,Dopa,2,Full Agonist
63.6,7.194009784029974,Dopa,2,Full Agonist
63.7,7.618683268329528,Dopa,2,Full Agonist
63.8,7.382068465529174,Dopa,2,Full Agonist
63.9,7.406065520385437,Dopa,2,Full Agonist
64.0,7.12776485677221,Dopa,2,Full Agonist
64.1,6.962130611566046,Dopa,2,Full Agonist
64.2,7.340115902007716,Dopa,2,Full Agonist
64.3,6.758256438791111,Dopa,2,Full Agonist
64.4,6.862914567156149,Dopa,2,Full Agonist
64.5,6.647306364046112,Dopa,2,Full Agonist
64.6,5.697146023603766,Dopa,2,Full Agonist
64.7,5.908881162724493,Dopa,2,Full Agonist
64.8,5.050347801064972,Dopa,2,Full Agonist
64.9,4.9153891587867005,Dopa,2,Full Agonist
65.0,4.265477382153984,Dopa,2,Full Agonist
65.1,5.099353730591906,Dopa,2,Full Agonist
65.2,4.409562629057223,Dopa,2,Full Agonist
65.3,5.055642303727728,Dopa,2,Full Agonist
65.4,5.34005898589432,Dopa,2,Full Agonist
65.5,5.430813795495812,Dopa,2,Full Agonist
65.6,5.848440051574905,Dopa,2,Full Agonist
65.7,5.765523138785745,Dopa,2,Full Agonist
65.8,5.955775926825422,Dopa,2,Full Agonist
65.9,5.145556390202604,Dopa,2,Full Agonist
66.0,4.604522923142736,Dopa,2,Full Agonist
66.1,5.261329123091523,Dopa,2,Full Agonist
66.2,4.681214854955611,Dopa,2,Full Agonist
66.3,5.2247704578897824,Dopa,2,Full Agonist
66.4,4.947737788133809,Dopa,2,Full Agonist
66.5,4.2871171964202865,Dopa,2,Full Agonist
66.6,4.83494985142694,Dopa,2,Full Agonist
66.7,4.294065149047575,Dopa,2,Full Agonist
66.8,4.9098928530356,Dopa,2,Full Agonist
66.9,5.039083678245675,Dopa,2,Full Agonist
67.0,5.198744422752462,Dopa,2,Full Agonist
67.1,4.343287656233153,Dopa,2,Full Agonist
67.2,3.9657028528169294,Dopa,2,Full Agonist
67.3,5.117750937619234,Dopa,2,Full Agonist
67.4,4.262777963228733,Dopa,2,Full Agonist
67.5,4.6345552397254375,Dopa,2,Full Agonist
67.6,4.295965391088885,Dopa,2,Full Agonist
67.7,5.21499924928122,Dopa,2,Full Agonist
67.8,5.177443566576374,Dopa,2,Full Agonist
67.9,5.715160562927549,Dopa,2,Full Agonist
68.0,4.820885528763188,Dopa,2,Full Agonist
68.1,5.7411061980520905,Dopa,2,Full Agonist
68.2,4.665322632150583,Dopa,2,Full Agonist
68.3,4.728050247274946,Dopa,2,Full Agonist
68.4,5.069808074386959,Dopa,2,Full Agonist
68.5,5.828073069785943,Dopa,2,Full Agonist
68.6,5.699090718030149,Dopa,2,Full Agonist
68.7,5.215974276314706,Dopa,2,Full Agonist
68.8,5.946486657799046,Dopa,2,Full Agonist
68.9,5.847349404731004,Dopa,2,Full Agonist
69.0,5.267357990959774,Dopa,2,Full Agonist
69.1,4.82829803792533,Dopa,2,Full Agonist
69.2,4.784835832534546,Dopa,2,Full Agonist
69.3,4.882580695394383,Dopa,2,Full Agonist
69.4,4.495933403502747,Dopa,2,Full Agonist
69.5,5.01606045916101,Dopa,2,Full Agonist
69.6,4.675009075364555,Dopa,2,Full Agonist
69.7,5.026758250771593,Dopa,2,Full Agonist
69.8,4.888688522132561,Dopa,2,Full Agonist
69.9,4.579095922847731,Dopa,2,Full Agonist
70.0,5.1149859786040235,Dopa,2,Full Agonist
70.1,5.448883066144767,Dopa,2,Full Agonist
70.2,5.10161346405702,Dopa,2,Full Agonist
70.3,5.089548975688028,Dopa,2,Full Agonist
70.4,4.433097175499481,Dopa,2,Full Agonist
70.5,4.173546151450632,Dopa,2,Full Agonist
70.6,4.426081614043723,Dopa,2,Full Agonist
70.7,4.142861494592161,Dopa,2,Full Agonist
70.8,4.204179196740026,Dopa,2,Full Agonist
70.9,4.385239667898198,Dopa,2,Full Agonist
71.0,4.462417241716777,Dopa,2,Full Agonist
71.1,3.7228791866046227,Dopa,2,Full Agonist
71.2,4.177262212401002,Dopa,2,Full Agonist
71.3,3.7045643489601425,Dopa,2,Full Agonist
71.4,4.003214172515698,Dopa,2,Full Agonist
71.5,3.570708289670113,Dopa,2,Full Agonist
71.6,3.9099325965172267,Dopa,2,Full Agonist
71.7,4.0291596776670335,Dopa,2,Full Agonist
71.8,3.9133754987355145,Dopa,2,Full Agonist
71.9,3.5496515749608175,Dopa,2,Full Agonist
72.0,3.7032571386660327,Dopa,2,Full Agonist
72.1,3.932016248837026,Dopa,2,Full Agonist
72.2,3.733579667451675,Dopa,2,Full Agonist
72.3,3.6509987034851945,Dopa,2,Full Agonist
72.4,3.6865788985486243,Dopa,2,Full Agonist
72.5,3.588886366435303,Dopa,2,Full Agonist
72.6,3.7849822480285384,Dopa,2,Full Agonist
72.7,4.930212565508022,Dopa,2,Full Agonist
72.8,4.306992819203815,Dopa,2,Full Agonist
72.9,3.720229530317502,Dopa,2,Full Agonist
73.0,4.0643593971962515,Dopa,2,Full Agonist
73.1,4.097941009253443,Dopa,2,Full Agonist
73.2,4.168696312492949,Dopa,2,Full Agonist
73.3,4.143456855591653,Dopa,2,Full Agonist
73.4,4.41474240777441,Dopa,2,Full Agonist
73.5,4.262370056503536,Dopa,2,Full Agonist
73.6,4.987002514057953,Dopa,2,Full Agonist
73.7,4.1579709134168175,Dopa,2,Full Agonist
73.8,4.52091961135139,Dopa,2,Full Agonist
73.9,4.970997778943426,Dopa,2,Full Agonist
74.0,5.315026495037632,Dopa,2,Full Agonist
74.1,4.8946728795963805,Dopa,2,Full Agonist
74.2,4.792259732768991,Dopa,2,Full Agonist
74.3,4.462270936328739,Dopa,2,Full Agonist
74.4,4.920397062514067,Dopa,2,Full Agonist
74.5,3.7392630124937796,Dopa,2,Full Agonist
74.6,4.611329711375391,Dopa,2,Full Agonist
74.7,3.2092983181528965,Dopa,2,Full Agonist
74.8,3.887504508774125,Dopa,2,Full Agonist
74.9,3.7903100263582266,Dopa,2,Full Agonist
75.0,4.487939046837036,Dopa,2,Full Agonist
75.1,4.227707148223067,Dopa,2,Full Agonist
75.2,3.890296617126327,Dopa,2,Full Agonist
75.3,4.367478536602366,Dopa,2,Full Agonist
75.4,4.168444539814783,Dopa,2,Full Agonist
75.5,3.580502037226467,Dopa,2,Full Agonist
75.6,4.182618720400101,Dopa,2,Full Agonist
75.7,4.739691451416445,Dopa,2,Full Agonist
75.8,4.8685588935721595,Dopa,2,Full Agonist
75.9,4.273749024881549,Dopa,2,Full Agonist
76.0,4.229190145054582,Dopa,2,Full Agonist
76.1,4.313170687851344,Dopa,2,Full Agonist
76.2,4.887253253917645,Dopa,2,Full Agonist
76.3,4.45115172542965,Dopa,2,Full Agonist
76.4,3.7707139170757453,Dopa,2,Full Agonist
76.5,3.7770928534741723,Dopa,2,Full Agonist
76.6,4.759594358823366,Dopa,2,Full Agonist
76.7,4.3318647388223095,Dopa,2,Full Agonist
76.8,4.615577070882137,Dopa,2,Full Agonist
76.9,3.484117316577344,Dopa,2,Full Agonist
77.0,3.332807115130114,Dopa,2,Full Agonist
77.1,3.1708993171354445,Dopa,2,Full Agonist
77.2,4.201422382745394,Dopa,2,Full Agonist
77.3,4.979361573193125,Dopa,2,Full Agonist
77.4,4.194872253854005,Dopa,2,Full Agonist
77.5,4.727787265448768,Dopa,2,Full Agonist
77.6,4.254398822014526,Dopa,2,Full Agonist
77.7,4.371245303574592,Dopa,2,Full Agonist
77.8,4.697291513426419,Dopa,2,Full Agonist
77.9,4.030731206332224,Dopa,2,Full Agonist
78.0,3.3747315391036823,Dopa,2,Full Agonist
78.1,3.8464898473370113,Dopa,2,Full Agonist
78.2,3.1671441308631616,Dopa,2,Full Agonist
78.3,4.057254731263907,Dopa,2,Full Agonist
78.4,4.183759061650378,Dopa,2,Full Agonist
78.5,3.9492963829907426,Dopa,2,Full Agonist
78.6,3.1259365503218155,Dopa,2,Full Agonist
78.7,2.99451736485404,Dopa,2,Full Agonist
78.8,4.321699545156525,Dopa,2,Full Agonist
78.9,3.645305006645977,Dopa,2,Full Agonist
79.0,4.222780345007502,Dopa,2,Full Agonist
79.1,4.182549755888312,Dopa,2,Full Agonist
79.2,4.439425605064554,Dopa,2,Full Agonist
79.3,4.60006778267038,Dopa,2,Full Agonist
79.4,4.37335681453316,Dopa,2,Full Agonist
79.5,4.365278694792651,Dopa,2,Full Agonist
79.6,3.889693485136708,Dopa,2,Full Agonist
79.7,3.770892332326642,Dopa,2,Full Agonist
79.8,3.9100730723084545,Dopa,2,Full Agonist
79.9,4.426903316425608,Dopa,2,Full Agonist
80.0,4.414643294970794,Dopa,2,Full Agonist
80.1,3.6322515177397476,Dopa,2,Full Agonist
80.2,4.581278463895638,Dopa,2,Full Agonist
80.3,4.685177487266466,Dopa,2,Full Agonist
80.4,4.487767508706253,Dopa,2,Full Agonist
80.5,4.590815813319806,Dopa,2,Full Agonist
80.6,5.211591610784741,Dopa,2,Full Agonist
80.7,5.419981324589273,Dopa,2,Full Agonist
80.8,4.939920299996376,Dopa,2,Full Agonist
80.9,4.295351058581473,Dopa,2,Full Agonist
81.0,4.201394748137429,Dopa,2,Full Agonist
81.1,5.234764343695131,Dopa,2,Full Agonist
81.2,5.056933752282276,Dopa,2,Full Agonist
81.3,5.54713512155782,Dopa,2,Full Agonist
81.4,5.841358174304928,Dopa,2,Full Agonist
81.5,5.131182711152218,Dopa,2,Full Agonist
81.6,5.836354769325659,Dopa,2,Full Agonist
81.7,4.483147870918231,Dopa,2,Full Agonist
81.8,4.3044735186894485,Dopa,2,Full Agonist
81.9,5.710950117249537,Dopa,2,Full Agonist
82.0,5.026157726540353,Dopa,2,Full Agonist
82.1,5.484867399899355,Dopa,2,Full Agonist
82.2,5.021503943284672,Dopa,2,Full Agonist
82.3,4.861713322960513,Dopa,2,Full Agonist
82.4,5.550945302456018,Dopa,2,Full Agonist
82.5,5.721760445237413,Dopa,2,Full Agonist
82.6,5.445287999659282,Dopa,2,Full Agonist
82.7,4.783089787186958,Dopa,2,Full Agonist
82.8,4.927818280539882,Dopa,2,Full Agonist
82.9,4.444374389855127,Dopa,2,Full Agonist
83.0,4.597313853770744,Dopa,2,Full Agonist
83.1,5.165720584707881,Dopa,2,Full Agonist
83.2,4.6987085318854955,Dopa,2,Full Agonist
83.3,4.517063408944893,Dopa,2,Full Agonist
83.4,3.964985918116132,Dopa,2,Full Agonist
83.5,3.6805745536243237,Dopa,2,Full Agonist
83.6,3.6315471969930107,Dopa,2,Full Agonist
83.7,3.903040780663848,Dopa,2,Full Agonist
83.8,4.125680891395468,Dopa,2,Full Agonist
83.9,4.270244997720739,Dopa,2,Full Agonist
84.0,4.168423754334063,Dopa,2,Full Agonist
84.1,4.640204505423423,Dopa,2,Full Agonist
84.2,4.865457838002496,Dopa,2,Full Agonist
84.3,5.232749391007186,Dopa,2,Full Agonist
84.4,5.53359881991811,Dopa,2,Full Agonist
84.5,4.907484804765742,Dopa,2,Full Agonist
84.6,4.637987770774461,Dopa,2,Full Agonist
84.7,5.501073868693799,Dopa,2,Full Agonist
84.8,4.340794912852441,Dopa,2,Full Agonist
84.9,4.940319506683054,Dopa,2,Full Agonist
85.0,4.3273243732017,Dopa,2,Full Agonist
85.1,5.16405500270399,Dopa,2,Full Agonist
85.2,4.881369254116018,Dopa,2,Full Agonist
85.3,6.148236624037066,Dopa,2,Full Agonist
85.4,5.274988342162714,Dopa,2,Full Agonist
85.5,4.518496423837344,Dopa,2,Full Agonist
85.6,4.102056090847747,Dopa,2,Full Agonist
85.7,4.910296233261599,Dopa,2,Full Agonist
85.8,4.9097312061324505,Dopa,2,Full Agonist
85.9,4.095925820528416,Dopa,2,Full Agonist
86.0,3.327519667109263,Dopa,2,Full Agonist
86.1,4.076745310653928,Dopa,2,Full Agonist
86.2,3.9303935228656464,Dopa,2,Full Agonist
86.3,3.332549720620311,Dopa,2,Full Agonist
86.4,4.41277482172074,Dopa,2,Full Agonist
86.5,4.237006306835292,Dopa,2,Full Agonist
86.6,4.634404732935513,Dopa,2,Full Agonist
86.7,5.442717889464423,Dopa,2,Full Agonist
86.8,4.736191338491394,Dopa,2,Full Agonist
86.9,4.123860005439762,Dopa,2,Full Agonist
87.0,4.382136229870459,Dopa,2,Full Agonist
87.1,3.6799842953918867,Dopa,2,Full Agonist
87.2,4.361736459008264,Dopa,2,Full Agonist
87.3,4.093456949697138,Dopa,2,Full Agonist
87.4,3.8968774646820252,Dopa,2,Full Agonist
87.5,4.119017875197416,Dopa,2,Full Agonist
87.6,4.02093458201039,Dopa,2,Full Agonist
87.7,3.616785626427841,Dopa,2,Full Agonist
87.8,4.269310432575452,Dopa,2,Full Agonist
87.9,3.609887511026094,Dopa,2,Full Agonist
88.0,3.3401678965021215,Dopa,2,Full Agonist
88.1,3.59525969298018,Dopa,2,Full Agonist
88.2,4.067485613913844,Dopa,2,Full Agonist
88.3,2.513954294844422,Dopa,2,Full Agonist
88.4,3.410988811771108,Dopa,2,Full Agonist
88.5,3.3792451348104064,Dopa,2,Full Agonist
88.6,3.1010033145903155,Dopa,2,Full Agonist
88.7,3.699189952965839,Dopa,2,Full Agonist
88.8,3.062853856282799,Dopa,2,Full Agonist
88.9,2.8819768747001,Dopa,2,Full Agonist
89.0,3.391243903533954,Dopa,2,Full Agonist
89.1,2.7711454632004933,Dopa,2,Full Agonist
