Time_ns,RMSD_A,Compound,Replicate,Efficacy_Type
26.2,6.180899152405877,ROT,2,Full Agonist
26.3,5.8060214747878875,ROT,2,Full Agonist
26.4,6.219062439950243,ROT,2,Full Agonist
26.5,5.476660103723358,ROT,2,Full Agonist
26.6,6.188228849632994,ROT,2,Full Agonist
26.7,6.880043009782311,ROT,2,Full Agonist
26.8,5.5427160342435275,ROT,2,Full Agonist
26.9,6.070641752668863,ROT,2,Full Agonist
27.0,5.010221840549835,ROT,2,Full Agonist
27.1,5.510772555979175,ROT,2,Full Agonist
27.2,5.997879736132387,ROT,2,Full Agonist
27.3,5.909751728563972,ROT,2,Full Agonist
27.4,6.84715334575657,ROT,2,Full Agonist
27.5,5.822160472475744,ROT,2,Full Agonist
27.6,6.564625569535307,ROT,2,Full Agonist
27.7,6.547344425702992,ROT,2,Full Agonist
27.8,6.719810753015379,ROT,2,Full Agonist
27.9,5.510717280642798,ROT,2,Full Agonist
28.0,6.577311489473298,ROT,2,Full Agonist
28.1,6.357986299687128,ROT,2,Full Agonist
28.2,6.625637615473249,ROT,2,Full Agonist
28.3,6.568940185477922,ROT,2,Full Agonist
28.4,6.305199917977358,ROT,2,Full Agonist
28.5,5.099103863483995,ROT,2,Full Agonist
28.6,5.397871825198462,ROT,2,Full Agonist
28.7,4.7841692374741465,ROT,2,Full Agonist
28.8,5.139631329400434,ROT,2,Full Agonist
28.9,6.032298150430942,ROT,2,Full Agonist
29.0,4.901415977214098,ROT,2,Full Agonist
29.1,6.082042376810409,ROT,2,Full Agonist
29.2,5.489767181595324,ROT,2,Full Agonist
29.3,7.012391159635961,ROT,2,Full Agonist
29.4,4.695005285787469,ROT,2,Full Agonist
29.5,5.4935470113131535,ROT,2,Full Agonist
29.6,6.263466701748832,ROT,2,Full Agonist
29.7,5.045557944862761,ROT,2,Full Agonist
29.8,4.8505178788053795,ROT,2,Full Agonist
29.9,5.560522893255013,ROT,2,Full Agonist
30.0,6.007197527552772,ROT,2,Full Agonist
30.1,5.802514127489977,ROT,2,Full Agonist
30.2,6.227716767135847,ROT,2,Full Agonist
30.3,4.940592118759077,ROT,2,Full Agonist
30.4,4.692883185890151,ROT,2,Full Agonist
30.5,5.044166710810201,ROT,2,Full Agonist
30.6,5.91613297408961,ROT,2,Full Agonist
30.7,5.571193643853897,ROT,2,Full Agonist
30.8,5.097262759671076,ROT,2,Full Agonist
30.9,5.29992365902204,ROT,2,Full Agonist
31.0,5.74291970492553,ROT,2,Full Agonist
31.1,6.4117122742854615,ROT,2,Full Agonist
31.2,5.606234414605357,ROT,2,Full Agonist
31.3,6.505134836255558,ROT,2,Full Agonist
31.4,5.228775957839937,ROT,2,Full Agonist
31.5,5.678958360359373,ROT,2,Full Agonist
31.6,4.91483924374961,ROT,2,Full Agonist
31.7,5.589391534232111,ROT,2,Full Agonist
31.8,5.312561676752588,ROT,2,Full Agonist
31.9,4.89124814907649,ROT,2,Full Agonist
32.0,5.753349251731762,ROT,2,Full Agonist
32.1,7.762252033557744,ROT,2,Full Agonist
32.2,6.002710637060891,ROT,2,Full Agonist
32.3,6.04128935814422,ROT,2,Full Agonist
32.4,5.497908089078754,ROT,2,Full Agonist
32.5,6.408059897297462,ROT,2,Full Agonist
32.6,6.70251445367743,ROT,2,Full Agonist
32.7,7.2486970246196805,ROT,2,Full Agonist
32.8,6.931751760430274,ROT,2,Full Agonist
32.9,7.374519858771986,ROT,2,Full Agonist
33.0,5.315048229252272,ROT,2,Full Agonist
33.1,4.786931294007498,ROT,2,Full Agonist
33.2,6.104413648493813,ROT,2,Full Agonist
33.3,6.070059191401969,ROT,2,Full Agonist
33.4,5.339952711479505,ROT,2,Full Agonist
33.5,5.30387869871248,ROT,2,Full Agonist
33.6,6.14680807956419,ROT,2,Full Agonist
33.7,6.289354678117302,ROT,2,Full Agonist
33.8,5.807296387055708,ROT,2,Full Agonist
33.9,5.555849536326821,ROT,2,Full Agonist
34.0,6.817309329225575,ROT,2,Full Agonist
34.1,7.510753537004283,ROT,2,Full Agonist
34.2,5.20037954169921,ROT,2,Full Agonist
34.3,6.088512879454436,ROT,2,Full Agonist
34.4,5.244929652823015,ROT,2,Full Agonist
34.5,5.019267099574676,ROT,2,Full Agonist
34.6,5.6923039056607365,ROT,2,Full Agonist
34.7,5.787779805562221,ROT,2,Full Agonist
34.8,6.5792580704391606,ROT,2,Full Agonist
34.9,6.101876941786146,ROT,2,Full Agonist
35.0,5.458815767385145,ROT,2,Full Agonist
35.1,3.8786227214412707,ROT,2,Full Agonist
35.2,4.931091002353911,ROT,2,Full Agonist
35.3,5.0575954956864075,ROT,2,Full Agonist
35.4,4.7013050525803255,ROT,2,Full Agonist
35.5,5.708552717757836,ROT,2,Full Agonist
35.6,5.045932290494211,ROT,2,Full Agonist
35.7,3.9456131737624407,ROT,2,Full Agonist
35.8,5.00682848091839,ROT,2,Full Agonist
35.9,5.222912494302128,ROT,2,Full Agonist
36.0,4.577830858314465,ROT,2,Full Agonist
36.1,4.372901141513702,ROT,2,Full Agonist
36.2,5.5589569457713495,ROT,2,Full Agonist
36.3,5.983051633850094,ROT,2,Full Agonist
36.4,5.137825592069576,ROT,2,Full Agonist
36.5,4.387445151588573,ROT,2,Full Agonist
36.6,5.690801978083727,ROT,2,Full Agonist
36.7,4.084868790908469,ROT,2,Full Agonist
36.8,3.287885581731638,ROT,2,Full Agonist
36.9,3.452088838562093,ROT,2,Full Agonist
37.0,3.640835572173797,ROT,2,Full Agonist
37.1,3.581296471231941,ROT,2,Full Agonist
37.2,4.149288451228499,ROT,2,Full Agonist
37.3,3.7207866585677847,ROT,2,Full Agonist
37.4,3.4404381387229117,ROT,2,Full Agonist
37.5,4.455333435500095,ROT,2,Full Agonist
37.6,4.730676127238286,ROT,2,Full Agonist
37.7,4.031849725745893,ROT,2,Full Agonist
37.8,3.9538808239785634,ROT,2,Full Agonist
37.9,4.596101718357241,ROT,2,Full Agonist
38.0,4.045056754103775,ROT,2,Full Agonist
38.1,3.5645228971815737,ROT,2,Full Agonist
38.2,3.6143701763482547,ROT,2,Full Agonist
38.3,4.2191298966029285,ROT,2,Full Agonist
38.4,4.176064934371307,ROT,2,Full Agonist
38.5,4.399612360535353,ROT,2,Full Agonist
38.6,3.739687185838531,ROT,2,Full Agonist
38.7,3.71318100127937,ROT,2,Full Agonist
38.8,3.8803429919552883,ROT,2,Full Agonist
38.9,3.8727340273291992,ROT,2,Full Agonist
39.0,3.107101004303704,ROT,2,Full Agonist
39.1,3.4240031920573935,ROT,2,Full Agonist
39.2,3.7320966700746574,ROT,2,Full Agonist
39.3,3.1962929491690675,ROT,2,Full Agonist
39.4,3.7636939208657227,ROT,2,Full Agonist
39.5,3.5292130421834695,ROT,2,Full Agonist
39.6,4.313180818263958,ROT,2,Full Agonist
39.7,4.135353078955358,ROT,2,Full Agonist
39.8,4.318949025144565,ROT,2,Full Agonist
39.9,5.042528457260228,ROT,2,Full Agonist
40.0,4.377934396685637,ROT,2,Full Agonist
40.1,3.6674308023741555,ROT,2,Full Agonist
40.2,5.292420099190584,ROT,2,Full Agonist
40.3,4.8116961384994195,ROT,2,Full Agonist
40.4,4.911457607325576,ROT,2,Full Agonist
40.5,5.012106575905039,ROT,2,Full Agonist
40.6,5.053736695269309,ROT,2,Full Agonist
40.7,4.438933066586064,ROT,2,Full Agonist
40.8,4.177060203308249,ROT,2,Full Agonist
40.9,4.997285643111197,ROT,2,Full Agonist
41.0,4.939819051397375,ROT,2,Full Agonist
41.1,4.540825987828226,ROT,2,Full Agonist
41.2,4.614725672690103,ROT,2,Full Agonist
41.3,4.578282299763573,ROT,2,Full Agonist
41.4,4.870627545742364,ROT,2,Full Agonist
41.5,4.327024629160532,ROT,2,Full Agonist
41.6,4.863975578437758,ROT,2,Full Agonist
41.7,4.139031012066094,ROT,2,Full Agonist
41.8,4.130851018875184,ROT,2,Full Agonist
41.9,4.1441726498462055,ROT,2,Full Agonist
42.0,4.470952022431769,ROT,2,Full Agonist
42.1,4.2715797660994115,ROT,2,Full Agonist
42.2,5.268328181305041,ROT,2,Full Agonist
42.3,4.668990065427003,ROT,2,Full Agonist
42.4,3.684708861024121,ROT,2,Full Agonist
42.5,4.275831383522756,ROT,2,Full Agonist
42.6,4.320340808145415,ROT,2,Full Agonist
42.7,4.747502720815967,ROT,2,Full Agonist
42.8,4.996254173901134,ROT,2,Full Agonist
42.9,5.613228349828028,ROT,2,Full Agonist
43.0,6.083500146564567,ROT,2,Full Agonist
43.1,4.873191551055203,ROT,2,Full Agonist
43.2,5.06443873156074,ROT,2,Full Agonist
43.3,5.22413152121208,ROT,2,Full Agonist
43.4,5.227399916016193,ROT,2,Full Agonist
43.5,4.275536635783242,ROT,2,Full Agonist
43.6,4.195215663480005,ROT,2,Full Agonist
43.7,5.265185242615803,ROT,2,Full Agonist
43.8,4.519057169977072,ROT,2,Full Agonist
43.9,4.696491301606641,ROT,2,Full Agonist
44.0,3.8902694710330916,ROT,2,Full Agonist
44.1,3.788218241003581,ROT,2,Full Agonist
44.2,4.598274442790232,ROT,2,Full Agonist
44.3,4.572790778112769,ROT,2,Full Agonist
44.4,4.493005652079962,ROT,2,Full Agonist
44.5,4.244126125508664,ROT,2,Full Agonist
44.6,4.067487215410924,ROT,2,Full Agonist
44.7,3.874791592425404,ROT,2,Full Agonist
44.8,4.036173104402237,ROT,2,Full Agonist
44.9,3.698728101559091,ROT,2,Full Agonist
45.0,3.292342505959171,ROT,2,Full Agonist
45.1,4.156669123340522,ROT,2,Full Agonist
45.2,4.3973376462692455,ROT,2,Full Agonist
45.3,3.9060814101404757,ROT,2,Full Agonist
45.4,4.425161379544371,ROT,2,Full Agonist
45.5,4.179507593298332,ROT,2,Full Agonist
45.6,4.456635952995521,ROT,2,Full Agonist
45.7,4.337143792752464,ROT,2,Full Agonist
45.8,4.171924657685411,ROT,2,Full Agonist
45.9,3.3544532175364328,ROT,2,Full Agonist
46.0,3.8093174740750015,ROT,2,Full Agonist
46.1,4.130469358191315,ROT,2,Full Agonist
46.2,3.6640392131017743,ROT,2,Full Agonist
46.3,3.891374013997943,ROT,2,Full Agonist
46.4,3.237476543946566,ROT,2,Full Agonist
46.5,3.5108927006794475,ROT,2,Full Agonist
46.6,3.6585382382722327,ROT,2,Full Agonist
46.7,4.015931341666667,ROT,2,Full Agonist
46.8,4.359639829411016,ROT,2,Full Agonist
46.9,4.62732134486569,ROT,2,Full Agonist
47.0,4.430516645999227,ROT,2,Full Agonist
47.1,4.673145358940461,ROT,2,Full Agonist
47.2,4.008615576546226,ROT,2,Full Agonist
47.3,3.7918741473846054,ROT,2,Full Agonist
47.4,4.041284841490635,ROT,2,Full Agonist
47.5,3.950555845029527,ROT,2,Full Agonist
47.6,3.6404895160468613,ROT,2,Full Agonist
47.7,3.8650676530639765,ROT,2,Full Agonist
47.8,2.9570236259183944,ROT,2,Full Agonist
47.9,3.485520128802362,ROT,2,Full Agonist
48.0,2.991679362903842,ROT,2,Full Agonist
48.1,3.332533852424648,ROT,2,Full Agonist
48.2,3.469427618163982,ROT,2,Full Agonist
48.3,3.2638075347449846,ROT,2,Full Agonist
48.4,3.1505530863866835,ROT,2,Full Agonist
48.5,2.9963764739593457,ROT,2,Full Agonist
48.6,2.969938766958452,ROT,2,Full Agonist
48.7,3.171908932718533,ROT,2,Full Agonist
48.8,3.187887125020584,ROT,2,Full Agonist
48.9,3.316913095969644,ROT,2,Full Agonist
49.0,3.3238804697915576,ROT,2,Full Agonist
49.1,3.14981499410461,ROT,2,Full Agonist
49.2,4.509659783719461,ROT,2,Full Agonist
49.3,4.476151552354985,ROT,2,Full Agonist
49.4,4.12820265543767,ROT,2,Full Agonist
49.5,4.254522249946972,ROT,2,Full Agonist
49.6,3.8621980076755724,ROT,2,Full Agonist
49.7,3.4364702517479513,ROT,2,Full Agonist
49.8,2.9406013248418486,ROT,2,Full Agonist
49.9,3.3316440303395596,ROT,2,Full Agonist
50.0,3.921468661534531,ROT,2,Full Agonist
50.1,2.9870673166738415,ROT,2,Full Agonist
50.2,3.4695387399430793,ROT,2,Full Agonist
50.3,3.993288295221958,ROT,2,Full Agonist
50.4,3.274382049771231,ROT,2,Full Agonist
50.5,3.2634772092371507,ROT,2,Full Agonist
50.6,3.3459155648551095,ROT,2,Full Agonist
50.7,3.8439931795906226,ROT,2,Full Agonist
50.8,2.7932421302897485,ROT,2,Full Agonist
50.9,2.9822793850932143,ROT,2,Full Agonist
51.0,4.112747538431633,ROT,2,Full Agonist
51.1,2.955657630354812,ROT,2,Full Agonist
51.2,2.8316680828794185,ROT,2,Full Agonist
51.3,3.278833068202138,ROT,2,Full Agonist
51.4,3.4037751612371947,ROT,2,Full Agonist
51.5,2.9643842060030146,ROT,2,Full Agonist
51.6,3.131250154100599,ROT,2,Full Agonist
51.7,3.110916482006457,ROT,2,Full Agonist
51.8,4.165892452575884,ROT,2,Full Agonist
51.9,3.4348277365276743,ROT,2,Full Agonist
52.0,3.7198518489612042,ROT,2,Full Agonist
52.1,3.6774852891168264,ROT,2,Full Agonist
52.2,2.8645636675726296,ROT,2,Full Agonist
52.3,3.96958712944326,ROT,2,Full Agonist
52.4,3.1699495517321035,ROT,2,Full Agonist
52.5,3.964082475041496,ROT,2,Full Agonist
52.6,4.392045201907564,ROT,2,Full Agonist
52.7,4.547485548076603,ROT,2,Full Agonist
52.8,4.672925033079345,ROT,2,Full Agonist
52.9,4.72273887352371,ROT,2,Full Agonist
53.0,4.158935282877802,ROT,2,Full Agonist
53.1,4.7953271003202635,ROT,2,Full Agonist
53.2,4.316141836719061,ROT,2,Full Agonist
53.3,4.297145095996906,ROT,2,Full Agonist
53.4,4.669511172421246,ROT,2,Full Agonist
53.5,5.2842843340306915,ROT,2,Full Agonist
53.6,5.316848029210343,ROT,2,Full Agonist
53.7,4.613209545146122,ROT,2,Full Agonist
53.8,4.75385954361758,ROT,2,Full Agonist
53.9,4.138212420325868,ROT,2,Full Agonist
54.0,4.486743144367811,ROT,2,Full Agonist
54.1,3.7046588479419222,ROT,2,Full Agonist
54.2,4.103593840242402,ROT,2,Full Agonist
54.3,3.877628115678226,ROT,2,Full Agonist
54.4,3.9838447304198703,ROT,2,Full Agonist
54.5,3.8505603133508277,ROT,2,Full Agonist
54.6,3.5613186344970758,ROT,2,Full Agonist
54.7,3.457601861495417,ROT,2,Full Agonist
54.8,3.42620689654607,ROT,2,Full Agonist
54.9,3.6978158478287253,ROT,2,Full Agonist
55.0,3.6490801918643574,ROT,2,Full Agonist
55.1,4.524934436041955,ROT,2,Full Agonist
55.2,3.975465609752502,ROT,2,Full Agonist
55.3,3.870297661093127,ROT,2,Full Agonist
55.4,3.688033087932664,ROT,2,Full Agonist
55.5,4.134472804140801,ROT,2,Full Agonist
55.6,3.8914880111740144,ROT,2,Full Agonist
55.7,4.252302826024716,ROT,2,Full Agonist
55.8,3.6385398498315227,ROT,2,Full Agonist
55.9,4.192874207978501,ROT,2,Full Agonist
56.0,4.656162070615606,ROT,2,Full Agonist
56.1,3.9605218279713497,ROT,2,Full Agonist
56.2,4.510070312652795,ROT,2,Full Agonist
56.3,4.114910982710171,ROT,2,Full Agonist
56.4,4.050694757808878,ROT,2,Full Agonist
56.5,4.473777169288646,ROT,2,Full Agonist
56.6,4.634455242099591,ROT,2,Full Agonist
56.7,3.9835761637458234,ROT,2,Full Agonist
56.8,4.761040040527675,ROT,2,Full Agonist
56.9,4.021966717874268,ROT,2,Full Agonist
57.0,3.4701386131035625,ROT,2,Full Agonist
57.1,3.288821267537232,ROT,2,Full Agonist
57.2,3.0243239596888283,ROT,2,Full Agonist
57.3,2.921670505271748,ROT,2,Full Agonist
57.4,3.4229353639076203,ROT,2,Full Agonist
57.5,3.681823432350747,ROT,2,Full Agonist
57.6,3.112699875599559,ROT,2,Full Agonist
57.7,3.153052652218311,ROT,2,Full Agonist
57.8,2.970774921455832,ROT,2,Full Agonist
57.9,3.4150767393374655,ROT,2,Full Agonist
58.0,3.2070072731510404,ROT,2,Full Agonist
58.1,3.333278804655414,ROT,2,Full Agonist
58.2,3.4633810516912056,ROT,2,Full Agonist
58.3,3.5749343389666186,ROT,2,Full Agonist
58.4,3.1741783409828668,ROT,2,Full Agonist
58.5,3.325181598249481,ROT,2,Full Agonist
58.6,3.829611491892175,ROT,2,Full Agonist
58.7,3.3925615527657205,ROT,2,Full Agonist
58.8,2.9651555520043074,ROT,2,Full Agonist
58.9,3.0237341737030072,ROT,2,Full Agonist
59.0,2.8114095121777845,ROT,2,Full Agonist
59.1,2.6697604605073053,ROT,2,Full Agonist
59.2,2.1475164475159474,ROT,2,Full Agonist
59.3,2.829567496924578,ROT,2,Full Agonist
59.4,2.4997875908229403,ROT,2,Full Agonist
59.5,2.0159245718535908,ROT,2,Full Agonist
59.6,2.0825754496145703,ROT,2,Full Agonist
59.7,2.7956284808352705,ROT,2,Full Agonist
59.8,2.491063759931133,ROT,2,Full Agonist
59.9,2.791773613178519,ROT,2,Full Agonist
60.0,2.6618411755823237,ROT,2,Full Agonist
60.1,2.384419443748313,ROT,2,Full Agonist
60.2,2.7017581706729272,ROT,2,Full Agonist
60.3,2.8034160102082244,ROT,2,Full Agonist
60.4,2.7647503749686457,ROT,2,Full Agonist
60.5,3.0757500345476085,ROT,2,Full Agonist
60.6,2.549289059523878,ROT,2,Full Agonist
60.7,2.9396508392019975,ROT,2,Full Agonist
60.8,2.680631570693447,ROT,2,Full Agonist
60.9,3.091661262537297,ROT,2,Full Agonist
61.0,3.0267620192475935,ROT,2,Full Agonist
61.1,2.764698564967274,ROT,2,Full Agonist
61.2,2.969094360888674,ROT,2,Full Agonist
61.3,2.984716313631303,ROT,2,Full Agonist
61.4,2.8755601613478823,ROT,2,Full Agonist
61.5,2.3404018286414536,ROT,2,Full Agonist
61.6,2.830195976962196,ROT,2,Full Agonist
61.7,2.2355593923124446,ROT,2,Full Agonist
61.8,2.3087191704355954,ROT,2,Full Agonist
61.9,2.5817796431466435,ROT,2,Full Agonist
62.0,3.6163447883133863,ROT,2,Full Agonist
62.1,4.056652785914434,ROT,2,Full Agonist
62.2,2.9419561361159627,ROT,2,Full Agonist
62.3,2.705715655599826,ROT,2,Full Agonist
62.4,2.9619784300344674,ROT,2,Full Agonist
62.5,3.0760314408185594,ROT,2,Full Agonist
62.6,2.865343721785886,ROT,2,Full Agonist
62.7,3.5154557805101447,ROT,2,Full Agonist
62.8,3.2724820867712996,ROT,2,Full Agonist
62.9,3.563011015841341,ROT,2,Full Agonist
63.0,2.5983273820167256,ROT,2,Full Agonist
63.1,2.4405589928472526,ROT,2,Full Agonist
63.2,2.862615024605748,ROT,2,Full Agonist
63.3,2.1667225978273525,ROT,2,Full Agonist
63.4,1.7589491980509568,ROT,2,Full Agonist
63.5,2.252023931764134,ROT,2,Full Agonist
63.6,2.27117235252209,ROT,2,Full Agonist
63.7,2.442388415895928,ROT,2,Full Agonist
63.8,2.7940803598590165,ROT,2,Full Agonist
63.9,2.4239894309715417,ROT,2,Full Agonist
64.0,2.741632913653696,ROT,2,Full Agonist
64.1,2.141345516672526,ROT,2,Full Agonist
64.2,3.315046920966285,ROT,2,Full Agonist
64.3,2.631691044756356,ROT,2,Full Agonist
64.4,4.166921775675098,ROT,2,Full Agonist
64.5,3.433196122916719,ROT,2,Full Agonist
64.6,3.7649212701037342,ROT,2,Full Agonist
64.7,3.712823713536283,ROT,2,Full Agonist
64.8,3.200284857861444,ROT,2,Full Agonist
64.9,3.223367476180137,ROT,2,Full Agonist
65.0,3.859658685762952,ROT,2,Full Agonist
65.1,3.7748996199680214,ROT,2,Full Agonist
65.2,3.163245648446374,ROT,2,Full Agonist
65.3,3.489768661447275,ROT,2,Full Agonist
65.4,2.8732518153934903,ROT,2,Full Agonist
65.5,3.350954104679033,ROT,2,Full Agonist
65.6,3.6594700569042415,ROT,2,Full Agonist
65.7,2.7184781224079213,ROT,2,Full Agonist
65.8,3.059885911245606,ROT,2,Full Agonist
65.9,3.400805023422013,ROT,2,Full Agonist
66.0,2.555456971746214,ROT,2,Full Agonist
66.1,2.7805467774389228,ROT,2,Full Agonist
66.2,3.400196417990442,ROT,2,Full Agonist
66.3,3.6274111560669815,ROT,2,Full Agonist
66.4,2.974908253816363,ROT,2,Full Agonist
66.5,3.1347735674422097,ROT,2,Full Agonist
66.6,3.2979312118884976,ROT,2,Full Agonist
66.7,3.1063696127292313,ROT,2,Full Agonist
66.8,2.8327475950407854,ROT,2,Full Agonist
66.9,2.924022689431196,ROT,2,Full Agonist
67.0,3.308227029414866,ROT,2,Full Agonist
67.1,3.367186426488891,ROT,2,Full Agonist
67.2,3.3941149811439106,ROT,2,Full Agonist
67.3,3.387109654988813,ROT,2,Full Agonist
67.4,3.7065141931562855,ROT,2,Full Agonist
67.5,3.472738158152859,ROT,2,Full Agonist
67.6,2.8886157135788944,ROT,2,Full Agonist
67.7,3.2274527167122797,ROT,2,Full Agonist
67.8,3.305576941510343,ROT,2,Full Agonist
67.9,3.263297541588909,ROT,2,Full Agonist
68.0,3.592200291529503,ROT,2,Full Agonist
68.1,3.25711836564402,ROT,2,Full Agonist
68.2,2.77174944402744,ROT,2,Full Agonist
68.3,2.8010060235798973,ROT,2,Full Agonist
68.4,2.8482356577084373,ROT,2,Full Agonist
68.5,3.2604995925484856,ROT,2,Full Agonist
68.6,3.0645405671885744,ROT,2,Full Agonist
68.7,2.7354193061880503,ROT,2,Full Agonist
68.8,3.05308691999799,ROT,2,Full Agonist
68.9,3.257379220690697,ROT,2,Full Agonist
69.0,3.5348265124775544,ROT,2,Full Agonist
69.1,3.246495360734377,ROT,2,Full Agonist
69.2,3.897963012748481,ROT,2,Full Agonist
69.3,4.431983825014135,ROT,2,Full Agonist
69.4,3.7745694395037224,ROT,2,Full Agonist
69.5,3.32253823131017,ROT,2,Full Agonist
69.6,3.271259406339706,ROT,2,Full Agonist
69.7,3.645921595800847,ROT,2,Full Agonist
69.8,3.6253715457832754,ROT,2,Full Agonist
69.9,3.842849001333565,ROT,2,Full Agonist
70.0,3.4977951132280958,ROT,2,Full Agonist
70.1,4.490301822513691,ROT,2,Full Agonist
70.2,2.6422936520861207,ROT,2,Full Agonist
70.3,2.615072305468906,ROT,2,Full Agonist
70.4,2.1722191118454197,ROT,2,Full Agonist
70.5,2.519685755110606,ROT,2,Full Agonist
70.6,2.5935345341719707,ROT,2,Full Agonist
70.7,2.812051210751291,ROT,2,Full Agonist
70.8,2.084393643053079,ROT,2,Full Agonist
70.9,2.6716914641449114,ROT,2,Full Agonist
71.0,2.643960565397045,ROT,2,Full Agonist
71.1,2.4045410203435154,ROT,2,Full Agonist
71.2,2.716744041709802,ROT,2,Full Agonist
71.3,2.5294695882773737,ROT,2,Full Agonist
71.4,2.444252061599872,ROT,2,Full Agonist
71.5,2.447147609534063,ROT,2,Full Agonist
71.6,2.1912017279712397,ROT,2,Full Agonist
71.7,2.4807781282703645,ROT,2,Full Agonist
71.8,2.4951755880663624,ROT,2,Full Agonist
71.9,2.2975054566610877,ROT,2,Full Agonist
72.0,2.046522134191905,ROT,2,Full Agonist
72.1,2.505069797586187,ROT,2,Full Agonist
72.2,2.5849110165464695,ROT,2,Full Agonist
72.3,2.105282214840031,ROT,2,Full Agonist
72.4,2.339912747189377,ROT,2,Full Agonist
72.5,2.7230843179217614,ROT,2,Full Agonist
72.6,2.5713328594860347,ROT,2,Full Agonist
72.7,3.411400020040664,ROT,2,Full Agonist
72.8,3.1277890544441047,ROT,2,Full Agonist
72.9,3.3209125073032477,ROT,2,Full Agonist
73.0,3.6441054813514033,ROT,2,Full Agonist
73.1,3.83508341870236,ROT,2,Full Agonist
73.2,3.87349811898568,ROT,2,Full Agonist
73.3,4.20029221139673,ROT,2,Full Agonist
73.4,3.052278983409782,ROT,2,Full Agonist
73.5,3.641192751270638,ROT,2,Full Agonist
73.6,3.2282072662224395,ROT,2,Full Agonist
73.7,3.3931304571936125,ROT,2,Full Agonist
73.8,3.3026949760092874,ROT,2,Full Agonist
73.9,2.958607299548452,ROT,2,Full Agonist
74.0,3.0530596541798696,ROT,2,Full Agonist
74.1,3.423517679364545,ROT,2,Full Agonist
74.2,3.370878692282456,ROT,2,Full Agonist
74.3,3.47803019692106,ROT,2,Full Agonist
74.4,2.5579653955500703,ROT,2,Full Agonist
74.5,2.8002023889373118,ROT,2,Full Agonist
74.6,3.6965169961000774,ROT,2,Full Agonist
74.7,3.814843952280133,ROT,2,Full Agonist
74.8,3.8079877304868783,ROT,2,Full Agonist
74.9,3.252380797099906,ROT,2,Full Agonist
75.0,3.6924303062337933,ROT,2,Full Agonist
75.1,3.1438155137807073,ROT,2,Full Agonist
75.2,3.6439314268052145,ROT,2,Full Agonist
75.3,3.3246784570711174,ROT,2,Full Agonist
75.4,2.836178267589187,ROT,2,Full Agonist
75.5,2.8234926224642876,ROT,2,Full Agonist
75.6,2.917277862210985,ROT,2,Full Agonist
75.7,2.866077512679923,ROT,2,Full Agonist
75.8,2.123359144660871,ROT,2,Full Agonist
75.9,2.291024832552837,ROT,2,Full Agonist
76.0,1.7862151073030985,ROT,2,Full Agonist
76.1,2.2002182027472657,ROT,2,Full Agonist
76.2,2.2589220252994253,ROT,2,Full Agonist
76.3,1.6958735417908108,ROT,2,Full Agonist
76.4,2.095567001554166,ROT,2,Full Agonist
76.5,2.2848251953513885,ROT,2,Full Agonist
76.6,2.405481654476863,ROT,2,Full Agonist
76.7,2.6694141790766066,ROT,2,Full Agonist
76.8,2.388268692352451,ROT,2,Full Agonist
76.9,2.5539886770434435,ROT,2,Full Agonist
77.0,2.5424638104116375,ROT,2,Full Agonist
77.1,3.000053426053121,ROT,2,Full Agonist
77.2,3.2430289422915135,ROT,2,Full Agonist
77.3,2.5889937803948673,ROT,2,Full Agonist
77.4,2.812731042237004,ROT,2,Full Agonist
77.5,2.6791948812415742,ROT,2,Full Agonist
77.6,2.9274234539232404,ROT,2,Full Agonist
77.7,2.877169288384174,ROT,2,Full Agonist
77.8,2.619175201760671,ROT,2,Full Agonist
77.9,2.9127012273224655,ROT,2,Full Agonist
78.0,2.8883307170108363,ROT,2,Full Agonist
78.1,3.2568684232846605,ROT,2,Full Agonist
78.2,3.357350591739169,ROT,2,Full Agonist
78.3,3.20507337137055,ROT,2,Full Agonist
78.4,3.579964692255492,ROT,2,Full Agonist
78.5,3.6032680035942706,ROT,2,Full Agonist
78.6,3.020728097008449,ROT,2,Full Agonist
78.7,2.9579957540140573,ROT,2,Full Agonist
78.8,3.0332329400146176,ROT,2,Full Agonist
78.9,3.19393660669616,ROT,2,Full Agonist
79.0,3.5243020542160974,ROT,2,Full Agonist
79.1,4.030083657809742,ROT,2,Full Agonist
79.2,2.8289888118885873,ROT,2,Full Agonist
79.3,3.571982342363418,ROT,2,Full Agonist
79.4,3.164001974855719,ROT,2,Full Agonist
79.5,3.818300065112553,ROT,2,Full Agonist
79.6,4.202514515049683,ROT,2,Full Agonist
79.7,3.6909496664870445,ROT,2,Full Agonist
79.8,3.9710329427958535,ROT,2,Full Agonist
79.9,3.808576773016504,ROT,2,Full Agonist
80.0,3.9766814896887697,ROT,2,Full Agonist
80.1,4.231325985172219,ROT,2,Full Agonist
80.2,4.64889135613366,ROT,2,Full Agonist
80.3,4.739889440508947,ROT,2,Full Agonist
80.4,4.572297751975909,ROT,2,Full Agonist
80.5,4.793300595740269,ROT,2,Full Agonist
80.6,4.844385560614656,ROT,2,Full Agonist
80.7,4.168858049153804,ROT,2,Full Agonist
80.8,4.458142540361723,ROT,2,Full Agonist
80.9,3.582829906568317,ROT,2,Full Agonist
81.0,3.89429315219572,ROT,2,Full Agonist
81.1,3.155192361297641,ROT,2,Full Agonist
