Time,Global_Angle,Phe6.51_Score_Sum,Phe6.51_Score_Max,Phe6.52_Score_Sum,Phe6.52_Score_Max,Global_Angle_SD,Phe6.51_Score_Sum_SD,Phe6.51_Score_Max_SD,Phe6.52_Score_Sum_SD,Phe6.52_Score_Max_SD
0.0,67.54240542137308,2.3085961361896117,0.8284667150555364,1.9365029097742665,0.6400053695215409,5.630393148530861,0.4796267929133882,0.1604279600177525,0.9478226955623145,0.28022279318084514
100.0,70.20071719043877,1.887703442223219,0.6422703969328271,1.8349501082749782,0.6397008786252218,10.793586841083577,1.0830095513668399,0.33851174954971064,0.9698232945789469,0.25598461845083714
200.0,69.81483053286469,2.0933480892554766,0.6078894468070164,1.8267129446077452,0.5834377797743525,9.140422775902284,0.83597225240018,0.21363621440865885,0.6992963842571873,0.1342766803026549
300.0,69.73109535863317,2.725680745273824,0.7716051413870942,1.4032129154505995,0.48342587849535423,8.646047664938248,0.3224722280398303,0.1460658649527976,0.7749871083406528,0.16837000664972712
400.0,69.18055559580664,2.464056939362815,0.748143846917355,1.4770918645823636,0.48801988708762245,12.035371483260665,0.3929808815858428,0.1896549601125156,0.7475387163903331,0.1404687891896477
500.0,71.31557210693643,2.707871348174658,0.8111357969364636,1.3888468445422941,0.4856870883889464,3.684666351385584,0.48102291390429824,0.22080608520433506,0.6245729635648425,0.11233203186338414
600.0,68.80400749781894,2.593628576189624,0.7799697315953611,1.9506557745693882,0.6313999299080414,7.748267637155378,0.7451710815276059,0.22968757956594413,0.8831011617427057,0.22247635119158723
700.0,67.93865056170786,2.513826795189319,0.693495244801955,1.8455994815988204,0.5461014016630744,6.135911614764049,0.4108041928845588,0.16993947541747623,0.9454159453781784,0.18146943418780243
800.0,68.12031706504327,2.6187934026716704,0.7783206470672427,1.8696572506697409,0.5913088935743555,6.586637427424872,0.33787261845340183,0.20572445889469987,0.7184951790649409,0.15424071283980575
900.0,65.4755564711877,2.114530128364597,0.5815621495771001,1.9168885031096752,0.5714922445636862,6.1198566013718,1.1555435432679158,0.32651075088469633,0.9475943841671434,0.25542151699090354
1000.0,68.858249733515,1.8544136756842804,0.46442414552321204,1.6257715699958928,0.49813721118549664,12.208711789943914,1.1362139414959498,0.24595354701344582,0.8716904794626963,0.2036204460525576
1100.0,70.90080207027053,2.5735313628442054,0.7173073076332631,1.5206187754658427,0.4891997866823436,5.481427894869592,0.5548771309866396,0.19032720162968625,0.7810106057768968,0.1469168058157585
1200.0,68.6791402256727,2.344597944839619,0.7003800959881671,1.471001744445128,0.49438451967941904,8.159822761202943,0.927963967593123,0.25911380362967973,0.840844633878913,0.21141153221983833
1300.0,69.66001954839099,2.6136772497613294,0.7160618300016228,1.4902574354104965,0.5041150022247103,8.097765997933088,0.21690888479324655,0.1680102550964728,0.5875260278446388,0.12057071800067407
1400.0,65.46865865107914,2.8473829021779733,0.7835201222606808,1.3529497671855086,0.47668184435094263,12.28502944475488,0.23585374037627482,0.18833505435019673,0.5163732942705469,0.14226970424776525
1500.0,67.18353544605074,1.7796266337863704,0.6613671523733874,2.116642682314136,0.619030936283313,6.455799472341655,0.9185856271850029,0.27426905582200145,0.5511856976213131,0.12355452977774932
