,R2_Train,R2_Test,RMSE_Test,MAE_Test,KFold_CV_R2,KFold_CV_RMSE,KFold_CV_MAE,LOO_R2,LOO_RMSE,LOO_MAE
Linear Regression,1.0,-29151.49996322656,91.82976271215941,84.66763566060457,-3.27872111173816,60.32881728444748,55.86674134535888,-2.418181285280928,53.92192243130911,48.12319657850695
Random Forest,0.8579640698822355,-3151.75802351419,30.198883045373105,29.784835374399933,0.37749194697497024,23.011255169970685,20.83856198945713,0.5751580336776738,19.00997415481705,15.910509600771418
Gradient Boosting,0.9999999992944921,-667.1330811076427,13.901992442061921,13.901588899472543,0.6523963529600251,17.195308959836257,14.180181102594974,0.7084210231302397,15.748744060563833,14.81804740759195
SVR,0.9999828943117148,-5218.833843975637,38.85741447657271,38.85411083360816,-0.30883060643918236,33.36641463989183,28.85533858368345,-0.5537452841277926,36.3544629228218,34.436267097885484
