Compound,True_Eff,Pred_Diff_Score,Pred_Class,True_Class,Correct
ARI,8.066999912261963,-0.19029944,Weaker,Weaker,1
BRE,0.6914000026881695,-0.3221934,Weaker,Weaker,1
LSD,9.148000180721283,-0.21932554,Weaker,Weaker,1
Lisu,14.830000698566437,-0.27395785,Weaker,Weaker,1
R10,43.48999857902527,-0.1871867,Weaker,Weaker,1
ROT,51.590001583099365,-0.15440577,Weaker,Weaker,1
S10,27.20000147819519,-0.19725715,Weaker,Weaker,1
S84,6.898000091314316,-0.33729616,Weaker,Weaker,1
UNC,43.070000410079956,-0.16265063,Weaker,Weaker,1
