Time,Global_Angle,Phe6.51_Score_Sum,Phe6.51_Score_Max,Phe6.52_Score_Sum,Phe6.52_Score_Max,Global_Angle_SD,Phe6.51_Score_Sum_SD,Phe6.51_Score_Max_SD,Phe6.52_Score_Sum_SD,Phe6.52_Score_Max_SD
0.0,72.5584393767813,3.316826663848015,0.9412597596326745,5.725697628937863,1.1369292870317882,2.9935408162363113,1.5978727202425187,0.4071242537915377,0.6932971959889352,0.11223663727227313
100.0,77.42539296268188,4.964588382935139,1.0288747781350558,4.02717625042979,0.9156277632657536,6.842488522940048,0.5734354246121197,0.06308774713767565,1.871127772456796,0.29700849868543516
200.0,80.8650204463512,4.458382131173299,1.0986828142555016,3.7261244809829264,0.9589753974106424,5.728854422509484,0.32212564929469295,0.19594521308574203,1.0782608822969029,0.16897819458705102
300.0,73.74040587792534,4.751414369121072,0.9800391308637074,3.962508349865248,0.9875848007560611,4.07919307011045,0.42229126092524233,0.09143456393156141,1.348589232034631,0.10142190061829306
400.0,75.90482922336888,4.190895551001552,1.1995863268241262,4.51269819493037,1.0070978413557776,0.19412454238825355,0.6218256135510115,0.10253098714051397,2.11694787287644,0.2149010576399309
500.0,74.26699604418438,3.0955970928640943,0.6804628064864762,5.013404311602702,1.071446419422822,3.4342621754773823,2.63005183792713,0.5571589859934578,0.44324162605867146,0.030484867550832937
600.0,69.64305739257684,5.047529151901648,1.138843027318835,6.102710162616321,1.175409672602662,9.734918365428848,0.3240487564414665,0.05922748644872232,0.20826401227961636,0.0215925253581858
700.0,74.99756071331608,4.068519866513519,1.113150887978806,4.919718138681797,1.0799540261493887,12.430441345336881,1.0317070486644453,0.08303662759104356,1.630430352562039,0.06353791197157063
800.0,75.10878086632509,4.365858211595339,1.2358243600859875,4.7529237145869665,1.0889921756235934,2.7801727954970668,0.9960630730319555,0.043415832351665115,1.0522662327211842,0.03826061882590717
900.0,79.13410087170011,4.947794200540706,1.1669944450829384,4.091732154834226,0.9131788258467871,3.5950695023136867,0.9787279490861442,0.07339843777446026,2.176906739433066,0.28132525992325635
1000.0,76.40013855966603,5.042040548668546,1.1378760214919108,4.5697082404631315,1.0543141649069758,12.49195483171883,1.222872477059174,0.09072284002791287,0.4540365540560532,0.014843878564135224
1100.0,77.84245692239082,5.030972227679823,1.090210990384478,3.3935849832392897,0.8765010200767884,11.025937577692162,0.7780943544558813,0.08736559428705933,1.649604954029084,0.21648319891507403
