Compound,True_Eff,Pred_Diff_Score,Pred_Class,True_Class,Correct
ARI,8.066999912261963,-0.16939157,Weaker,Weaker,1
BRE,0.6914000026881695,-0.35923514,Weaker,Weaker,1
LSD,9.148000180721283,-0.19609872,Weaker,Weaker,1
Lisu,14.830000698566437,-0.18906994,Weaker,Weaker,1
R10,43.48999857902527,-0.1406838,Weaker,Weaker,1
ROT,51.590001583099365,-0.076842956,Weaker,Weaker,1
S10,27.20000147819519,-0.4149193,Weaker,Weaker,1
S84,6.898000091314316,-0.3330341,Weaker,Weaker,1
UNC,43.070000410079956,-0.102629416,Weaker,Weaker,1
