Time,Replica,Global_Angle,Phe389_Score_Sum,Phe389_Score_Max,Phe390_Score_Sum,Phe390_Score_Max
0.0,charmm-gui-6390900267_gromacs_replicate_3,53.99611268509893,3.0110058677228557,0.7813227725043235,4.062310104848321,0.8104925679404301
100.0,charmm-gui-6390900267_gromacs_replicate_3,51.43428935219807,3.2880680601611085,0.7027959438740382,2.857705097338141,0.7732662107753846
200.0,charmm-gui-6390900267_gromacs_replicate_3,60.9303220775978,3.3054053880555654,0.8065493051464502,3.315562808263604,0.7759715528837362
300.0,charmm-gui-6390900267_gromacs_replicate_3,68.8175246306501,3.407265571810898,0.7208429858656462,3.771275231896571,0.7933502793987136
400.0,charmm-gui-6390900267_gromacs_replicate_3,62.83215731173768,3.1789192023378,0.7787534062065363,0.7839781224926536,0.27043298368620805
500.0,charmm-gui-6390900267_gromacs_replicate_3,56.163328303607955,2.9594875231055147,0.6696547055504132,1.1699144396435928,0.35578146558659235
600.0,charmm-gui-6390900267_gromacs_replicate_3,57.92571979263979,3.3536910060361746,0.8101425107625636,3.3505109758206224,0.7920383926061626
700.0,charmm-gui-6390900267_gromacs_replicate_3,73.37174360159551,3.453880256976845,0.8105732030824414,3.0037971213464902,0.7895065038862207
800.0,charmm-gui-6390900267_gromacs_replicate_3,60.70874266832887,3.303658576261052,0.753892543849572,3.8059239268686857,0.7969470179856946
900.0,charmm-gui-6390900267_gromacs_replicate_3,56.00662005886871,3.1388320767962443,0.7507403116577686,1.1996377809948835,0.35706603804640347
1000.0,charmm-gui-6390900267_gromacs_replicate_3,65.46633888697748,3.2529718442497018,0.6999056611121279,3.558000468457135,0.7927883530699212
1100.0,charmm-gui-6390900267_gromacs_replicate_3,59.41278989957737,1.678760514559773,0.816211685643409,3.87317929351452,0.7973361831761719
1200.0,charmm-gui-6390900267_gromacs_replicate_3,65.96884327665319,3.2383087385583336,0.6074099384677323,3.6740955213352304,0.7793924857304885
1300.0,charmm-gui-6390900267_gromacs_replicate_3,77.29565644269854,3.3610653715532743,0.6858441132456151,4.44868431930804,0.7320557249794595
1400.0,charmm-gui-6390900267_gromacs_replicate_3,78.39200480583855,3.455477157649975,0.7895741787336384,3.687178185397341,0.7896164413118927
1500.0,charmm-gui-6390900267_gromacs_replicate_3,68.21643072270736,3.3048258505606065,0.7695303383700431,3.332235654408652,0.781513402242734
1600.0,charmm-gui-6390900267_gromacs_replicate_3,67.25079556704694,3.3426911635589533,0.8180576501482104,2.303559599552546,0.5928747979454767
1700.0,charmm-gui-6390900267_gromacs_replicate_3,79.99828512631919,3.5531698810093237,0.8131424845925602,2.175027395955298,0.5515592396651752
1800.0,charmm-gui-6390900267_gromacs_replicate_3,73.49973922636141,3.488354882239666,0.8131462870002913,3.897069126899716,0.7923162763973969
1900.0,charmm-gui-6390900267_gromacs_replicate_3,66.95870683493546,2.5481058192373416,0.7528895710212509,4.5403386520318945,0.7536069728951739
2000.0,charmm-gui-6390900267_gromacs_replicate_3,71.97419381893957,3.022118038598645,0.5760270405227569,2.832146947962597,0.7038910265401974
2100.0,charmm-gui-6390900267_gromacs_replicate_3,66.18095199642148,3.3016968637967716,0.7499734070030819,1.0917116480638316,0.3313758205456883
2200.0,charmm-gui-6390900267_gromacs_replicate_3,69.33140729367254,2.5649079918736017,0.8480198800078402,3.52938178956318,0.7930990529714514
